impl,scheme,n,procs,threads,nodes,primes,total_s,serial_s,parallel_s,overhead_s,imbalance_pct,write_s
openmp,dynamic,44000000,1,16,1,2661384,1.067726,0.158879,0.900859,0.007988,0.42,0.158879
hybrid,cyclic,44000000,4,4,1,2661384,1.063772,0.158900,0.901825,0.003047,1.03,0.154421
openmp,dynamic,48000000,1,16,1,2888144,1.194601,0.168004,1.018517,0.008081,0.84,0.168004
hybrid,cyclic,48000000,4,4,1,2888144,1.223870,0.204832,1.015339,0.003699,0.63,0.200632
openmp,dynamic,48000000,1,16,1,2888144,1.190553,0.164350,1.018196,0.008008,0.52,0.164349
hybrid,cyclic,48000000,4,4,1,2888144,1.163981,0.143688,1.017023,0.003270,1.03,0.138077
openmp,dynamic,48000000,1,16,1,2888144,1.229815,0.204640,1.018328,0.006848,0.00,0.204639
hybrid,cyclic,48000000,4,4,1,2888144,1.225659,0.201821,1.020193,0.003645,1.11,0.196858
openmp,dynamic,52000000,1,16,1,3113843,1.349013,0.200284,1.140651,0.008078,0.69,0.200284
hybrid,cyclic,52000000,4,4,1,3113843,1.371634,0.211862,1.156235,0.003537,2.02,0.206798
openmp,dynamic,52000000,1,16,1,3113843,1.337464,0.178130,1.151358,0.007977,0.43,0.178129
hybrid,cyclic,52000000,4,4,1,3113843,1.302164,0.158992,1.139552,0.003620,0.76,0.153957
openmp,dynamic,52000000,1,16,1,3113843,1.298695,0.149050,1.141427,0.008219,0.02,0.149049
hybrid,cyclic,52000000,4,4,1,3113843,1.302607,0.159350,1.139461,0.003797,0.79,0.154502
openmp,dynamic,56000000,1,16,1,3338330,1.480670,0.144900,1.327733,0.008037,0.40,0.144899
hybrid,cyclic,56000000,4,4,1,3338330,1.416526,0.142946,1.270223,0.003356,1.14,0.137693
openmp,dynamic,56000000,1,16,1,3338330,1.401546,0.126965,1.266612,0.007968,0.74,0.126965
hybrid,cyclic,56000000,4,4,1,3338330,1.409400,0.144053,1.259773,0.005574,0.44,0.138696
openmp,dynamic,56000000,1,16,1,3338330,1.422101,0.144312,1.269463,0.008326,0.71,0.144312
hybrid,cyclic,56000000,4,4,1,3338330,1.464727,0.177378,1.283975,0.003374,1.99,0.172463
openmp,dynamic,60000000,1,16,1,3562115,1.611324,0.197100,1.406281,0.007943,0.46,0.197099
hybrid,cyclic,60000000,4,4,1,3562115,1.617099,0.218196,1.394919,0.003984,0.76,0.211640
openmp,dynamic,60000000,1,16,1,3562115,1.645686,0.236824,1.400461,0.008401,0.44,0.236824
hybrid,cyclic,60000000,4,4,1,3562115,1.622509,0.222410,1.395725,0.004374,0.74,0.217154
openmp,dynamic,60000000,1,16,1,3562115,1.591331,0.186353,1.398737,0.006242,0.00,0.186352
hybrid,cyclic,60000000,4,4,1,3562115,1.612640,0.216469,1.392519,0.003652,0.55,0.211015
openmp,dynamic,64000000,1,16,1,3785086,1.723855,0.182558,1.533339,0.007958,0.00,0.182558
hybrid,cyclic,64000000,4,4,1,3785086,1.716571,0.173323,1.539794,0.003453,1.27,0.167318
openmp,dynamic,64000000,1,16,1,3785086,1.695751,0.161298,1.533241,0.001212,0.00,0.161297
hybrid,cyclic,64000000,4,4,1,3785086,1.716005,0.178020,1.534635,0.003350,1.05,0.172800
openmp,dynamic,64000000,1,16,1,3785086,1.703792,0.154096,1.541262,0.008434,0.61,0.154095
hybrid,cyclic,64000000,4,4,1,3785086,1.748420,0.180826,1.564032,0.003562,2.96,0.174864
openmp,dynamic,68000000,1,16,1,4007342,1.892854,0.214397,1.672234,0.006223,0.00,0.214397
hybrid,cyclic,68000000,4,4,1,4007342,2.476550,0.218199,2.253566,0.004785,15.79,0.212908
openmp,dynamic,68000000,1,16,1,4007342,2.668808,0.247986,2.412718,0.008105,0.00,0.247985
hybrid,cyclic,68000000,4,4,1,4007342,1.885843,0.207736,1.672614,0.005493,0.71,0.202228
openmp,dynamic,68000000,1,16,1,4007342,1.962020,0.267639,1.686313,0.008068,0.51,0.267639
hybrid,cyclic,68000000,4,4,1,4007342,1.860872,0.196255,1.660788,0.003829,0.33,0.190601
openmp,dynamic,72000000,1,16,1,4228658,2.070846,0.250800,1.811887,0.008159,0.51,0.250800
hybrid,cyclic,72000000,4,4,1,4228658,2.021315,0.217549,1.799437,0.004329,0.11,0.211334
openmp,dynamic,72000000,1,16,1,4228658,2.011595,0.197311,1.813488,0.000797,0.00,0.197310
hybrid,cyclic,72000000,4,4,1,4228658,2.007227,0.196666,1.806472,0.004090,0.35,0.189795
openmp,dynamic,72000000,1,16,1,4228658,1.987680,0.166871,1.812797,0.008012,0.08,0.166870
hybrid,cyclic,72000000,4,4,1,4228658,2.016178,0.209372,1.803254,0.003552,0.38,0.203027
openmp,dynamic,76000000,1,16,1,4449611,2.239225,0.209876,2.023680,0.005670,0.00,0.209874
hybrid,cyclic,76000000,4,4,1,4449611,2.186669,0.208374,1.972766,0.005530,1.53,0.201496
openmp,dynamic,76000000,1,16,1,4449611,2.133840,0.166581,1.958724,0.008535,0.38,0.166580
hybrid,cyclic,76000000,4,4,1,4449611,2.146219,0.190558,1.951697,0.003964,0.52,0.183770
openmp,dynamic,76000000,1,16,1,4449611,2.151863,0.184939,1.958929,0.007994,0.28,0.184938
hybrid,cyclic,76000000,4,4,1,4449611,2.128792,0.175823,1.949439,0.003531,0.29,0.168002
openmp,dynamic,80000000,1,16,1,4669382,2.274818,0.167088,2.099797,0.007933,0.02,0.167087
hybrid,cyclic,80000000,4,4,1,4669382,2.310115,0.210794,2.094383,0.004938,0.10,0.203982
openmp,dynamic,80000000,1,16,1,4669382,2.344471,0.235581,2.100690,0.008201,0.18,0.235580
hybrid,cyclic,80000000,4,4,1,4669382,2.343168,0.250483,2.087385,0.005300,0.10,0.243119
openmp,dynamic,80000000,1,16,1,4669382,2.320751,0.212637,2.100133,0.007981,0.49,0.212637
hybrid,cyclic,80000000,4,4,1,4669382,2.360384,0.261806,2.093201,0.005377,0.40,0.255202
openmp,dynamic,84000000,1,16,1,4889139,2.503914,0.242466,2.253512,0.007937,0.33,0.242465
hybrid,cyclic,84000000,4,4,1,4889139,2.480812,0.238040,2.237964,0.004807,0.09,0.231708
openmp,dynamic,84000000,1,16,1,4889139,2.525906,0.264762,2.252910,0.008234,0.30,0.264761
hybrid,cyclic,84000000,4,4,1,4889139,2.490975,0.239491,2.247573,0.003911,0.17,0.232180
openmp,dynamic,84000000,1,16,1,4889139,2.465120,0.204526,2.252538,0.008056,0.31,0.204525
hybrid,cyclic,84000000,4,4,1,4889139,2.478059,0.226768,2.247092,0.004198,0.51,0.218631
openmp,dynamic,88000000,1,16,1,5107832,2.654557,0.239435,2.406898,0.008224,0.24,0.239434
hybrid,cyclic,88000000,4,4,1,5107832,2.629507,0.227106,2.398034,0.004366,0.31,0.219863
openmp,dynamic,88000000,1,16,1,5107832,2.653470,0.241560,2.407748,0.004163,0.00,0.241560
hybrid,cyclic,88000000,4,4,1,5107832,2.633812,0.231129,2.398340,0.004343,0.43,0.222655
openmp,dynamic,88000000,1,16,1,5107832,2.728277,0.226940,2.493491,0.007845,0.30,0.226940
hybrid,cyclic,88000000,4,4,1,5107832,2.655636,0.251221,2.400151,0.004263,0.46,0.244188
openmp,dynamic,92000000,1,16,1,5326237,2.797019,0.223155,2.565755,0.008109,0.23,0.223155
hybrid,cyclic,92000000,4,4,1,5326237,2.856517,0.290829,2.560881,0.004806,0.51,0.282730
openmp,dynamic,92000000,1,16,1,5326237,2.854814,0.280741,2.565991,0.008083,0.44,0.280740
hybrid,cyclic,92000000,4,4,1,5326237,2.832838,0.274088,2.554636,0.004115,0.31,0.266665
openmp,dynamic,92000000,1,16,1,5326237,2.808232,0.222522,2.577720,0.007990,0.35,0.222522
hybrid,cyclic,92000000,4,4,1,5326237,2.832407,0.274414,2.550476,0.007517,0.19,0.266397
openmp,dynamic,96000000,1,16,1,5544201,2.986231,0.252083,2.726003,0.008145,0.28,0.252083
hybrid,cyclic,96000000,4,4,1,5544201,2.941352,0.227062,2.708934,0.005356,0.13,0.220016
openmp,dynamic,96000000,1,16,1,5544201,2.927955,0.195596,2.724098,0.008261,0.38,0.195595
hybrid,cyclic,96000000,4,4,1,5544201,2.942494,0.220099,2.716350,0.006045,0.41,0.211866
openmp,dynamic,96000000,1,16,1,5544201,2.929003,0.193404,2.727677,0.007922,0.22,0.193403
hybrid,cyclic,96000000,4,4,1,5544201,2.914381,0.196203,2.713517,0.004661,0.22,0.188743
openmp,dynamic,100000000,1,16,1,5761455,3.146370,0.248719,2.889380,0.008272,0.41,0.248718
hybrid,cyclic,100000000,4,4,1,5761455,3.112212,0.231709,2.874957,0.005546,0.21,0.222646
openmp,dynamic,100000000,1,16,1,5761455,3.128411,0.231933,2.888474,0.008004,0.27,0.231933
hybrid,cyclic,100000000,4,4,1,5761455,3.146969,0.260860,2.880953,0.005156,0.38,0.252952
openmp,dynamic,100000000,1,16,1,5761455,3.138855,0.250012,2.888032,0.000811,0.00,0.250011
hybrid,cyclic,100000000,4,4,1,5761455,3.168476,0.283667,2.878615,0.006194,0.32,0.273577
openmp,dynamic,104000000,1,16,1,5978489,3.364074,0.301456,3.054545,0.008072,0.40,0.301456
hybrid,cyclic,104000000,4,4,1,5978489,3.359117,0.313726,3.040426,0.004965,0.19,0.305262
openmp,dynamic,104000000,1,16,1,5978489,3.312045,0.252601,3.058659,0.000785,0.00,0.252600
hybrid,cyclic,104000000,4,4,1,5978489,3.327811,0.275420,3.045748,0.006643,0.37,0.265306
openmp,dynamic,104000000,1,16,1,5978489,3.281382,0.222768,3.054321,0.004294,0.00,0.222767
hybrid,cyclic,104000000,4,4,1,5978489,3.381684,0.321000,3.054934,0.005750,0.64,0.311873
openmp,dynamic,108000000,1,16,1,6194963,3.513218,0.290354,3.222150,0.000713,0.00,0.290354
hybrid,cyclic,108000000,4,4,1,6194963,3.519797,0.302176,3.210927,0.006694,0.29,0.293729
openmp,dynamic,108000000,1,16,1,6194963,3.488437,0.262854,3.224406,0.001176,0.00,0.262853
hybrid,cyclic,108000000,4,4,1,6194963,3.511406,0.294375,3.212438,0.004593,0.29,0.285953
openmp,dynamic,108000000,1,16,1,6194963,3.473687,0.240896,3.224796,0.007995,0.10,0.240896
hybrid,cyclic,108000000,4,4,1,6194963,3.468527,0.251010,3.213049,0.004468,0.24,0.242880
openmp,dynamic,112000000,1,16,1,6411057,3.651819,0.249246,3.394326,0.008247,0.26,0.249246
hybrid,cyclic,112000000,4,4,1,6411057,3.664618,0.278226,3.380020,0.006372,0.12,0.269170
openmp,dynamic,112000000,1,16,1,6411057,3.695891,0.238032,3.446740,0.011119,0.28,0.238032
hybrid,cyclic,112000000,4,4,1,6411057,3.715324,0.253219,3.456013,0.006092,2.25,0.243977
openmp,dynamic,112000000,1,16,1,6411057,3.646973,0.238630,3.400310,0.008034,0.16,0.238630
hybrid,cyclic,112000000,4,4,1,6411057,3.697786,0.305550,3.386321,0.005915,0.12,0.296920
openmp,dynamic,116000000,1,16,1,6626563,3.876913,0.299451,3.569509,0.007953,0.00,0.299450
hybrid,cyclic,116000000,4,4,1,6626563,3.840660,0.277473,3.558036,0.005151,0.27,0.268239
openmp,dynamic,116000000,1,16,1,6626563,3.881508,0.308778,3.567828,0.004903,0.00,0.308777
hybrid,cyclic,116000000,4,4,1,6626563,3.953119,0.391954,3.556565,0.004600,0.20,0.381826
openmp,dynamic,116000000,1,16,1,6626563,4.007119,0.430218,3.568971,0.007930,0.12,0.430218
hybrid,cyclic,116000000,4,4,1,6626563,3.899048,0.344063,3.550302,0.004682,0.10,0.333235
openmp,dynamic,120000000,1,16,1,6841648,4.046378,0.293162,3.748095,0.005121,0.00,0.293161
hybrid,cyclic,120000000,4,4,1,6841648,4.011305,0.277654,3.728383,0.005268,0.13,0.266928
openmp,dynamic,120000000,1,16,1,6841648,4.058916,0.304612,3.746393,0.007911,0.02,0.304611
hybrid,cyclic,120000000,4,4,1,6841648,4.049860,0.312225,3.732310,0.005325,0.08,0.303082
openmp,dynamic,120000000,1,16,1,6841648,4.005255,0.248654,3.748544,0.008057,0.00,0.248653
hybrid,cyclic,120000000,4,4,1,6841648,4.037647,0.298765,3.732467,0.006415,0.25,0.289361
openmp,dynamic,124000000,1,16,1,7056480,4.214519,0.285072,3.927196,0.002251,0.00,0.285071
hybrid,cyclic,124000000,4,4,1,7056480,4.197107,0.277653,3.914057,0.005397,0.27,0.267676
openmp,dynamic,124000000,1,16,1,7056480,4.195503,0.262144,3.924975,0.008384,0.15,0.262144
hybrid,cyclic,124000000,4,4,1,7056480,4.276462,0.357583,3.913599,0.005279,0.26,0.347832
openmp,dynamic,124000000,1,16,1,7056480,4.313938,0.375301,3.930782,0.007855,0.23,0.375301
hybrid,cyclic,124000000,4,4,1,7056480,4.267067,0.354631,3.906624,0.005811,0.09,0.345351
openmp,dynamic,128000000,1,16,1,7271035,5.194475,0.324742,4.863793,0.005941,0.00,0.324742
hybrid,cyclic,128000000,4,4,1,7271035,5.415527,0.372528,5.037370,0.005629,7.46,0.363401
openmp,dynamic,128000000,1,16,1,7271035,5.281024,0.371955,4.901086,0.007983,0.12,0.371955
hybrid,cyclic,128000000,4,4,1,7271035,5.989347,0.367172,5.615580,0.006595,27.33,0.358259
openmp,dynamic,128000000,1,16,1,7271035,5.202865,0.381087,4.815291,0.006486,0.00,0.381087
hybrid,cyclic,128000000,4,4,1,7271035,5.112877,0.297234,4.809453,0.006190,12.70,0.287736
openmp,dynamic,132000000,1,16,1,7485189,6.627702,0.326868,6.294013,0.006821,0.00,0.326868
hybrid,cyclic,132000000,4,4,1,7485189,8.818266,0.328522,8.483245,0.006500,0.16,0.318940
openmp,dynamic,132000000,1,16,1,7485189,8.842206,0.336114,8.498418,0.007674,0.00,0.336114
hybrid,cyclic,132000000,4,4,1,7485189,4.627985,0.341040,4.281292,0.005653,0.36,0.331477
openmp,dynamic,132000000,1,16,1,7485189,5.185509,0.358352,4.818872,0.008285,0.08,0.358352
hybrid,cyclic,132000000,4,4,1,7485189,8.986919,0.353437,8.628021,0.005460,0.93,0.345150
openmp,dynamic,136000000,1,16,1,7698729,5.280383,0.327633,4.944621,0.008128,0.21,0.327633
hybrid,cyclic,136000000,4,4,1,7698729,4.858694,0.394102,4.457030,0.007561,0.04,0.384156
openmp,dynamic,136000000,1,16,1,7698729,5.277275,0.314441,4.959243,0.003591,0.00,0.314441
hybrid,cyclic,136000000,4,4,1,7698729,8.196094,0.308076,7.881565,0.006452,3.13,0.298903
openmp,dynamic,136000000,1,16,1,7698729,8.153689,0.283764,7.861560,0.008365,0.05,0.283763
hybrid,cyclic,136000000,4,4,1,7698729,5.198761,0.342072,4.849887,0.006802,7.78,0.332711
openmp,dynamic,140000000,1,16,1,7912199,5.479674,0.371854,5.106262,0.001558,0.01,0.371853
hybrid,cyclic,140000000,4,4,1,7912199,4.995225,0.334981,4.654620,0.005624,0.28,0.324436
openmp,dynamic,140000000,1,16,1,7912199,4.979475,0.302975,4.668362,0.008139,0.00,0.302974
hybrid,cyclic,140000000,4,4,1,7912199,4.982336,0.323374,4.653212,0.005750,0.18,0.313114
openmp,dynamic,140000000,1,16,1,7912199,5.003119,0.327245,4.667822,0.008052,0.19,0.327245
hybrid,cyclic,140000000,4,4,1,7912199,5.195121,0.401918,4.787683,0.005521,1.42,0.391911
openmp,dynamic,144000000,1,16,1,8125404,5.508810,0.365761,5.134674,0.008375,0.07,0.365760
hybrid,cyclic,144000000,4,4,1,8125404,5.213588,0.358299,4.849358,0.005932,0.20,0.347535
openmp,dynamic,144000000,1,16,1,8125404,5.229437,0.362447,4.859037,0.007953,0.17,0.362447
hybrid,cyclic,144000000,4,4,1,8125404,5.201613,0.349533,4.846085,0.005995,0.33,0.339173
openmp,dynamic,144000000,1,16,1,8125404,5.181207,0.311586,4.861732,0.007889,0.08,0.311586
hybrid,cyclic,144000000,4,4,1,8125404,5.211585,0.357138,4.848415,0.006032,0.26,0.347092
openmp,dynamic,148000000,1,16,1,8338205,5.408417,0.343531,5.056474,0.008413,0.17,0.343531
hybrid,cyclic,148000000,4,4,1,8338205,5.415732,0.375658,5.034134,0.005939,0.05,0.365333
openmp,dynamic,148000000,1,16,1,8338205,5.384926,0.320068,5.064309,0.000549,0.00,0.320067
hybrid,cyclic,148000000,4,4,1,8338205,5.393439,0.341538,5.046121,0.005781,0.24,0.330729
openmp,dynamic,148000000,1,16,1,8338205,5.506018,0.320173,5.181824,0.004021,0.00,0.320173
hybrid,cyclic,148000000,4,4,1,8338205,5.395413,0.327947,5.061186,0.006280,0.08,0.316961
openmp,dynamic,152000000,1,16,1,8550438,5.662350,0.373238,5.283666,0.005447,0.00,0.373237
hybrid,cyclic,152000000,4,4,1,8550438,5.605330,0.363673,5.234431,0.007226,0.15,0.352052
openmp,dynamic,152000000,1,16,1,8550438,5.616478,0.355290,5.253136,0.008051,0.11,0.355290
hybrid,cyclic,152000000,4,4,1,8550438,5.656685,0.416129,5.233925,0.006631,0.13,0.404224
openmp,dynamic,152000000,1,16,1,8550438,5.750045,0.347728,5.394524,0.007793,0.00,0.347728
hybrid,cyclic,152000000,4,4,1,8550438,5.628150,0.383988,5.237901,0.006261,0.30,0.372811
openmp,dynamic,156000000,1,16,1,8762625,5.790094,0.330327,5.451838,0.007929,0.15,0.330327
hybrid,cyclic,156000000,4,4,1,8762625,5.802997,0.364301,5.432734,0.005962,0.11,0.353557
openmp,dynamic,156000000,1,16,1,8762625,5.889862,0.348348,5.533353,0.008162,0.09,0.348347
hybrid,cyclic,156000000,4,4,1,8762625,5.815250,0.378050,5.431388,0.005812,0.16,0.367333
openmp,dynamic,156000000,1,16,1,8762625,5.840064,0.380540,5.451596,0.007928,0.15,0.380539
hybrid,cyclic,156000000,4,4,1,8762625,5.834252,0.389116,5.439226,0.005909,0.27,0.378073
openmp,dynamic,160000000,1,16,1,8974458,6.000861,0.347024,5.653253,0.000584,0.00,0.347024
hybrid,cyclic,160000000,4,4,1,8974458,6.040197,0.407869,5.625869,0.006459,0.07,0.396246
openmp,dynamic,160000000,1,16,1,8974458,6.067612,0.407553,5.650861,0.009197,0.10,0.407553
hybrid,cyclic,160000000,4,4,1,8974458,6.103528,0.473723,5.623470,0.006335,0.07,0.462305
openmp,dynamic,160000000,1,16,1,8974458,6.108711,0.449851,5.650636,0.008223,0.10,0.449851
hybrid,cyclic,160000000,4,4,1,8974458,6.086914,0.449958,5.630682,0.006274,0.19,0.438851
mpi,cyclic,100000000,16,1,1,5761455,3.147178,0.265790,2.872515,0.008872,0.27,0.258277
mpi,cyclic,100000000,16,1,2,5761455,3.268606,0.301762,2.916215,0.050629,1.75,0.274678
mpi,cyclic,100000000,32,1,2,5761455,2.511287,0.342909,2.116200,0.052178,32.28,0.316207
mpi,cyclic,100000000,16,1,1,5761455,3.138232,0.258627,2.872998,0.006607,0.29,0.251135
mpi,cyclic,100000000,16,1,2,5761455,3.168076,0.247334,2.873383,0.047359,0.29,0.220787
mpi,cyclic,100000000,32,1,2,5761455,1.720526,0.236008,1.439205,0.045313,0.59,0.208824
mpi,cyclic,100000000,16,1,1,5761455,3.234491,0.264421,2.962874,0.007196,2.86,0.256894
mpi,cyclic,100000000,16,1,2,5761455,3.170706,0.250935,2.875004,0.044768,0.37,0.223942
mpi,cyclic,100000000,32,1,2,5761455,1.702691,0.225593,1.437563,0.039535,0.52,0.207893
mpi,weighted,100000000,16,1,1,5761455,3.527325,0.204142,3.299245,0.023937,16.89,0.204064
mpi,weighted,100000000,16,1,2,5761455,3.546958,0.221448,3.294355,0.031154,16.84,0.201066
mpi,weighted,100000000,32,1,2,5761455,1.969652,0.216258,1.718593,0.034802,20.41,0.196174
mpi,weighted,100000000,16,1,1,5761455,3.507108,0.200225,3.294241,0.012642,16.84,0.200144
mpi,weighted,100000000,16,1,2,5761455,3.548167,0.221531,3.295700,0.030937,16.87,0.203034
mpi,weighted,100000000,32,1,2,5761455,2.274358,0.524403,1.711786,0.038170,20.12,0.512493
mpi,weighted,100000000,16,1,1,5761455,3.570682,0.260107,3.295713,0.014862,16.91,0.260025
mpi,weighted,100000000,16,1,2,5761455,3.558138,0.236779,3.295238,0.026121,16.88,0.216812
mpi,weighted,100000000,32,1,2,5761455,1.989710,0.240848,1.713029,0.035834,20.18,0.220962
mpi,block,100000000,16,1,1,5761455,4.283685,0.209098,4.048888,0.025699,77.97,0.209015
mpi,block,100000000,16,1,2,5761455,4.318647,0.224210,4.047412,0.047024,77.96,0.204320
mpi,block,100000000,32,1,2,5761455,2.307856,0.230455,2.037847,0.039555,83.50,0.218015
mpi,block,100000000,16,1,1,5761455,4.305955,0.246346,4.047607,0.012002,77.96,0.246270
mpi,block,100000000,16,1,2,5761455,4.351694,0.247811,4.048112,0.055771,77.98,0.227746
mpi,block,100000000,32,1,2,5761455,2.336588,0.241586,2.038640,0.056363,83.49,0.230095
mpi,block,100000000,16,1,1,5761455,4.282062,0.222723,4.046799,0.012540,77.81,0.222645
mpi,block,100000000,16,1,2,5761455,4.333718,0.247589,4.047935,0.038194,77.96,0.229370
mpi,block,100000000,32,1,2,5761455,3.039813,0.236490,2.759059,0.044264,87.81,0.216736
hybrid,cyclic,100000000,16,2,2,5761455,1.888562,0.409276,1.439446,0.039840,0.53,0.382258
hybrid,cyclic,100000000,8,2,1,5761455,4.482524,0.286101,4.189995,0.006429,31.41,0.277857
hybrid,cyclic,100000000,8,2,2,5761455,3.182039,0.266732,2.871809,0.043498,0.17,0.258988
hybrid,cyclic,100000000,16,2,2,5761455,1.778345,0.256002,1.475500,0.046842,2.88,0.228513
hybrid,cyclic,100000000,8,2,1,5761455,3.200481,0.237690,2.956378,0.006413,3.02,0.229632
hybrid,cyclic,100000000,8,2,2,5761455,3.176851,0.266511,2.875364,0.034975,0.30,0.258869
hybrid,cyclic,100000000,16,2,2,5761455,1.793666,0.263536,1.496316,0.033814,4.28,0.237297
hybrid,cyclic,100000000,8,2,1,5761455,3.969390,0.229582,3.729532,0.010276,21.77,0.221555
hybrid,cyclic,100000000,8,2,2,5761455,3.148404,0.213910,2.906006,0.028488,1.37,0.205943
pthreads,cyclic,100000000,1,16,1,5761455,4.683232,0.191676,4.482280,0.009276,35.00,0.191676
openmp,dynamic,100000000,1,16,1,5761455,3.216815,0.182482,3.026224,0.008110,0.22,0.182481
pthreads,cyclic,100000000,1,32,1,5761455,3.296204,0.190455,3.091264,0.014485,22.63,0.190455
openmp,dynamic,100000000,1,32,1,5761455,3.185048,0.186679,2.990973,0.007396,2.45,0.186679
mpi,cyclic-oversub,100000000,16,1,1,5761455,3.228597,0.203693,3.008000,0.016905,4.07,0.183849
mpi,cyclic-oversub,100000000,32,1,1,5761455,3.328326,0.221853,3.065937,0.040537,17.60,0.201985
hybrid,cyclic-oversub,100000000,4,4,1,5761455,3.188072,0.235946,2.944457,0.007668,0.50,0.216323
hybrid,cyclic-oversub,100000000,4,8,1,5761455,3.148160,0.211501,2.929554,0.007105,1.47,0.192602
hybrid,cyclic-oversub,100000000,8,2,1,5761455,3.141592,0.235576,2.886880,0.019136,0.37,0.215345
hybrid,cyclic-oversub,100000000,16,2,1,5761455,3.289433,0.230528,3.039222,0.019683,13.79,0.216191
pthreads,cyclic,100000000,1,16,1,5761455,3.143449,0.213984,2.927633,0.001833,1.44,0.213983
openmp,dynamic,100000000,1,16,1,5761455,3.144774,0.196410,2.939895,0.008469,0.25,0.196410
pthreads,cyclic,100000000,1,32,1,5761455,3.226267,0.206002,3.002012,0.018253,24.53,0.206002
openmp,dynamic,100000000,1,32,1,5761455,3.109508,0.179189,2.925543,0.004776,5.45,0.179189
mpi,cyclic-oversub,100000000,16,1,1,5761455,3.161046,0.220486,2.912287,0.028273,1.29,0.204052
mpi,cyclic-oversub,100000000,32,1,1,5761455,3.411394,0.215196,3.151119,0.045080,30.92,0.195646
hybrid,cyclic-oversub,100000000,4,4,1,5761455,3.120013,0.219114,2.891609,0.009290,0.27,0.199535
hybrid,cyclic-oversub,100000000,4,8,1,5761455,3.171373,0.232550,2.931840,0.006983,1.21,0.213043
hybrid,cyclic-oversub,100000000,8,2,1,5761455,3.138959,0.232857,2.888253,0.017849,0.07,0.213504
hybrid,cyclic-oversub,100000000,16,2,1,5761455,3.155864,0.219224,2.923053,0.013587,0.75,0.198916
pthreads,cyclic,100000000,1,16,1,5761455,3.120986,0.214086,2.905095,0.001805,0.78,0.214086
openmp,dynamic,100000000,1,16,1,5761455,3.120097,0.189835,2.921597,0.008665,0.05,0.189834
pthreads,cyclic,100000000,1,32,1,5761455,3.237316,0.211546,3.001921,0.023848,34.95,0.211546
openmp,dynamic,100000000,1,32,1,5761455,3.112937,0.181883,2.924077,0.006977,7.60,0.181883
mpi,cyclic-oversub,100000000,16,1,1,5761455,3.137661,0.245385,2.881609,0.010667,0.43,0.226727
mpi,cyclic-oversub,100000000,32,1,1,5761455,3.563234,0.215263,3.301585,0.046386,36.67,0.195370
hybrid,cyclic-oversub,100000000,4,4,1,5761455,3.123492,0.222777,2.894063,0.006652,0.02,0.203972
hybrid,cyclic-oversub,100000000,4,8,1,5761455,3.166719,0.224185,2.934911,0.007622,1.65,0.204348
hybrid,cyclic-oversub,100000000,8,2,1,5761455,3.162164,0.215733,2.926909,0.019523,1.56,0.196639
hybrid,cyclic-oversub,100000000,16,2,1,5761455,3.166183,0.215598,2.930870,0.019716,0.62,0.196780
